;;;Szövegértés;;;;;;Matematika;;;;;;Természettudomány;;;;;;Angol nyelv;;;;;;Német nyelv;;;;;
7;7. évfolyam A osztály;Q654-V251;1707;5;1698;5;1738;5;1465;3;1551;3;Nincs;Nincs;1611;4;1872;6;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;1527;1;1681;1;Nincs;Nincs
7;7. évfolyam A osztály;P895-G361;1593;4;1738;5;1738;5;1648;4;1700;4;Nincs;Nincs;1625;4;1668;4;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;1571;1;1621;1;Nincs;Nincs
7;7. évfolyam A osztály;L378-B140;1641;5;1501;4;1505;4;1683;4;1810;5;Nincs;Nincs;1823;5;1741;5;Nincs;Nincs;1473;1;1621;2;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam A osztály;B453-E496;1496;4;1396;3;1396;3;1672;4;1739;5;Nincs;Nincs;1575;4;1601;4;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;1590;1;1577;1;Nincs;Nincs
7;7. évfolyam A osztály;V473-J582;1613;4;1810;6;1810;6;1654;4;1738;5;Nincs;Nincs;1594;4;1783;5;Nincs;Nincs;1370;0;1658;3;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam A osztály;Q223-F997;1703;5;1692;5;1612;4;1813;5;2067;7;Nincs;Nincs;2034;7;2023;7;Nincs;Nincs;1883;3;1971;3;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam A osztály;O191-E323;1742;5;1801;6;1801;6;1709;4;1717;5;Nincs;Nincs;1825;5;1759;5;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;1520;1;1670;1;Nincs;Nincs
7;7. évfolyam A osztály;E794-B250;1872;6;1253;2;1253;2;1720;5;1085;0;Nincs;Nincs;1857;6;1814;5;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;1591;1;1656;1;Nincs;Nincs
7;7. évfolyam A osztály;S815-Q778;1557;4;1324;2;1324;2;1614;4;1761;5;Nincs;Nincs;1565;4;1417;3;Nincs;Nincs;1400;1;1651;2;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam A osztály;C531-B318;1472;3;1511;4;1511;4;1791;5;1852;6;Nincs;Nincs;1599;4;1621;4;Nincs;Nincs;1497;1;1548;2;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam A osztály;N195-T666;1401;3;1631;5;1631;5;1522;3;1640;4;Nincs;Nincs;1732;5;1852;6;Nincs;Nincs;1340;0;1474;1;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam A osztály;H714-C156;1400;3;1526;4;Nincs;Nincs;1638;4;1667;4;Nincs;Nincs;1613;4;1511;3;Nincs;Nincs;1505;1;1655;2;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;B758-L483;1521;4;1521;4;Nincs;Nincs;1709;4;1803;5;Nincs;Nincs;1901;6;1766;5;Nincs;Nincs;1611;2;1710;3;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;V412-Q149;1335;2;1463;3;Nincs;Nincs;1596;4;1644;4;Nincs;Nincs;1513;3;1615;4;Nincs;Nincs;1693;3;1691;3;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;O782-M481;1577;4;1660;5;Nincs;Nincs;1612;4;1682;4;Nincs;Nincs;1623;4;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;1692;1;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;V264-M295;1599;4;1778;6;Nincs;Nincs;1775;5;1828;5;Nincs;Nincs;1683;4;1710;5;Nincs;Nincs;1835;3;1872;3;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;W478-Q988;1909;6;1824;6;Nincs;Nincs;1946;6;1852;6;Nincs;Nincs;1973;6;Nincs;Nincs;Nincs;Nincs;1472;1;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;V459-B624;1638;5;1691;5;Nincs;Nincs;1637;4;1586;4;Nincs;Nincs;1532;3;1439;3;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;1630;1;1443;0;Nincs;Nincs
7;7. évfolyam ;S686-S738;1821;6;1709;5;Nincs;Nincs;1684;4;1791;5;Nincs;Nincs;1817;5;1876;6;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;1711;1;1733;2;Nincs;Nincs
7;7. évfolyam ;R291-V644;1876;6;1946;7;Nincs;Nincs;1767;5;1905;6;Nincs;Nincs;1821;5;1871;6;Nincs;Nincs;1449;1;1490;1;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;M751-N132;1626;4;1849;6;Nincs;Nincs;1701;4;1596;4;Nincs;Nincs;1715;5;1523;3;Nincs;Nincs;1438;1;1442;1;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;Q365-P841;1544;4;1667;5;Nincs;Nincs;1631;4;1770;5;Nincs;Nincs;1420;3;1518;3;Nincs;Nincs;1817;3;1693;3;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;F123-K243;1681;5;1628;4;Nincs;Nincs;1766;5;1973;6;Nincs;Nincs;1533;3;1615;4;Nincs;Nincs;1907;3;1956;3;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;E896-O835;1611;4;1612;4;Nincs;Nincs;1699;4;1803;5;Nincs;Nincs;1538;3;1561;4;Nincs;Nincs;1498;1;1979;3;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;H284-U453;1751;5;1822;6;Nincs;Nincs;1722;5;1842;5;Nincs;Nincs;1876;6;1979;6;Nincs;Nincs;1369;0;1633;2;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;B777-S921;1298;2;1336;2;Nincs;Nincs;1390;2;1408;2;Nincs;Nincs;1299;2;1390;2;Nincs;Nincs;1325;0;1501;1;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;R418-V928;1625;4;1495;4;Nincs;Nincs;1676;4;1639;4;Nincs;Nincs;1568;4;1597;4;Nincs;Nincs;1547;2;1631;2;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;V112-L184;1661;5;1708;5;Nincs;Nincs;1575;3;1523;3;Nincs;Nincs;1671;4;1643;4;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;1498;0;1580;1;Nincs;Nincs
7;7. évfolyam ;P928-M788;1808;6;1832;6;Nincs;Nincs;1756;5;1618;4;Nincs;Nincs;1810;5;1939;6;Nincs;Nincs;1562;2;1676;3;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;D853-F456;1688;5;1673;5;Nincs;Nincs;1800;5;1846;5;Nincs;Nincs;1996;6;1817;5;Nincs;Nincs;1486;1;1576;2;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;H986-L580;1520;4;1782;6;Nincs;Nincs;1507;3;1704;4;Nincs;Nincs;1448;3;1730;5;Nincs;Nincs;1377;0;1569;2;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;B879-A126;1750;5;1704;5;Nincs;Nincs;1829;5;1871;6;Nincs;Nincs;1619;4;1629;4;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;1540;1;1703;1;Nincs;Nincs
7;7. évfolyam ;Q654-V251;1707;5;1698;5;Nincs;Nincs;1465;3;1551;3;Nincs;Nincs;1611;4;1872;6;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;1527;1;1681;1;Nincs;Nincs
7;7. évfolyam ;P895-G361;1593;4;1738;5;Nincs;Nincs;1648;4;1700;4;Nincs;Nincs;1625;4;1668;4;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;1571;1;1621;1;Nincs;Nincs
7;7. évfolyam ;L378-B140;1641;5;1501;4;Nincs;Nincs;1683;4;1810;5;Nincs;Nincs;1823;5;1741;5;Nincs;Nincs;1473;1;1621;2;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;B453-E496;1496;4;1396;3;Nincs;Nincs;1672;4;1739;5;Nincs;Nincs;1575;4;1601;4;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;1590;1;1577;1;Nincs;Nincs
7;7. évfolyam ;V473-J582;1613;4;1810;6;Nincs;Nincs;1654;4;1738;5;Nincs;Nincs;1594;4;1783;5;Nincs;Nincs;1370;0;1658;3;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;Q223-F997;1703;5;1692;5;Nincs;Nincs;1813;5;2067;7;Nincs;Nincs;2034;7;2023;7;Nincs;Nincs;1883;3;1971;3;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;O191-E323;1742;5;1801;6;Nincs;Nincs;1709;4;1717;5;Nincs;Nincs;1825;5;1759;5;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;1520;1;1670;1;Nincs;Nincs
7;7. évfolyam ;E794-B250;1872;6;1253;2;Nincs;Nincs;1720;5;1085;0;Nincs;Nincs;1857;6;1814;5;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;1591;1;1656;1;Nincs;Nincs
7;7. évfolyam ;S815-Q778;1557;4;1324;2;Nincs;Nincs;1614;4;1761;5;Nincs;Nincs;1565;4;1417;3;Nincs;Nincs;1400;1;1651;2;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;C531-B318;1472;3;1511;4;Nincs;Nincs;1791;5;1852;6;Nincs;Nincs;1599;4;1621;4;Nincs;Nincs;1497;1;1548;2;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;N195-T666;1401;3;1631;5;Nincs;Nincs;1522;3;1640;4;Nincs;Nincs;1732;5;1852;6;Nincs;Nincs;1340;0;1474;1;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
7;7. évfolyam ;H714-C156;1400;3;1526;4;Nincs;Nincs;1638;4;1667;4;Nincs;Nincs;1613;4;1511;3;Nincs;Nincs;1505;1;1655;2;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs;Nincs
